idDatosDiezminutales,wtg_Idn,Naerogenerador,dtFecha,dPotTotal,dPotReact,dVelVientoF1sg,dCosPhi,dTempGen,dPosNacelle,ET_Availability2Avg,dTempAmbiente,dDirViento,dVelGenerador,dPresGH,dPitch
14597709,SL01,1,2/16/2023 6:30,264.9684,-16.0523,5.09,0.9543,82.4271,11.6886,100,25.2291,1.0533,1394.3518,190.1388,0.8833
14597710,SL01,1,2/16/2023 6:40,265.2055,-22.346,5.349,0.9929,82.114,2.3437,100,25.1291,358.739,1383.78,189.3654,0.467
14597711,SL01,1,2/16/2023 6:50,406.8785,-22.9633,6.1747,0.9977,81.753,2.3437,100,25.1533,3.2781,1538.1159,189.8416,0.02
14597712,SL01,1,2/16/2023 7:00,496.279,-26.4596,6.4873,0.9976,81.2989,2.3437,100,25.1596,359.9675,1635.7267,189.9216,0.1864
14597713,SL01,1,2/16/2023 7:10,653.2562,-58.8338,7.2307,0.995,81.0321,10.806,100,25.3454,359.6522,1786.7208,189.8745,-0.0957
14597870,SL01,1,2/16/2023 7:20,398.2077,-47.5212,6.152,0.9903,81.1095,8.0848,100,25.2272,4.9416,1495.7101,189.9246,-0.0853
14597871,SL01,1,2/16/2023 7:30,596.4131,-43.7071,6.92,0.9958,81.106,14.8438,100,25.336,355.0725,1719.9719,190.1787,-0.0037
14597872,SL01,1,2/16/2023 7:40,704.3326,-37.426,7.115,0.9974,82.0501,21.7607,100,25.4499,5.9093,1787.327,189.7795,0.0683
14597873,SL01,1,2/16/2023 7:50,819.8221,-22.8629,7.6783,0.9988,82.5749,42.3001,100,25.5246,356.259,1888.8113,190.2478,0.2176
14597874,SL01,1,2/16/2023 8:00,1223.5799,-25.2442,8.924,0.999,85.733,38.1139,100,25.9036,354.2032,1978.2216,189.1394,-0.0417
14597875,SL01,1,2/16/2023 8:10,634.046,-3.8129,7.211,0.9989,86.0084,27.2232,100,25.8726,357.8838,1746.8692,189.3481,-0.152
14598032,SL01,1,2/16/2023 8:20,941.7796,3.9975,8.2677,0.999,85.9868,34.5447,100,26.3704,2.4674,1900.5428,190.6287,0.3138
14598033,SL01,1,2/16/2023 8:30,1475.5217,20.8625,9.9277,0.9989,91.9225,41.5625,100,26.6823,356.8586,1999.4499,189.8644,0.3925
14598034,SL01,1,2/16/2023 8:40,1025.5381,27.205,8.29,0.9988,92.2219,30.4185,100,26.6226,4.8443,1958.667,189.9167,0.0613
14598035,SL01,1,2/16/2023 8:50,1024.7374,20.6029,8.276,0.9988,92.8645,33.9062,100,26.787,1.613,1958.2651,190.1662,-0.087
14598036,SL01,1,2/16/2023 9:00,1443.9604,53.4215,10.095,0.9987,95.8702,37.1124,100,27.0949,6.4376,2007.0895,189.5395,0.0886
14598037,SL01,1,2/16/2023 9:10,1381.6324,48.1471,9.4283,0.9983,99.6168,39.0625,100,27.0425,1.2389,2015.664,189.9673,-0.1651
14598194,SL01,1,2/16/2023 9:20,1359.2736,39.7342,9.574,0.9987,99.6907,40.9569,100,27.1836,6.2502,2009.6251,189.5852,0.2351
14598195,SL01,1,2/16/2023 9:30,1529.1859,87.7862,10.7513,0.9976,99.9235,55,100,27.4467,359.3844,2008.2155,189.3605,2.3772
14598196,SL01,1,2/16/2023 9:40,1880.1602,130.966,11.6073,0.997,104.3413,55,100,27.5406,358.8532,2018.2094,190.403,2.1513
14598197,SL01,1,2/16/2023 9:50,1936.7434,160.5148,12.794,0.9959,108.2261,55,100,27.547,0.2125,2016.0869,189.7156,5.4808
14598198,SL01,1,2/16/2023 10:00,1940.7259,166.2171,12.6643,0.9958,110.4371,55,100,27.5612,353.0193,2017.3542,189.9835,5.5266
14598199,SL01,1,2/16/2023 10:10,1972.2141,197.29,13.1303,0.9945,113.6316,55,100,27.5125,356.8755,2015.6238,190.2015,6.7254
14598356,SL01,1,2/16/2023 10:20,1982.3772,191.365,13.0683,0.9948,116.1452,55,100,27.5017,357.8763,2015.6002,189.6138,5.9259
14598357,SL01,1,2/16/2023 10:30,1822.6718,194.6223,11.6707,0.9935,116.7274,55,100,27.6271,359.2515,2017.0942,189.7126,3.2774
14598358,SL01,1,2/16/2023 10:40,1926.6419,212.2562,12.2597,0.9933,118.6449,55,100,27.553,0.1961,2016.8118,190.1254,3.672
14598359,SL01,1,2/16/2023 10:50,1976.5874,199.4602,13.0067,0.9943,120.3816,55,100,27.579,359.7963,2016.6886,189.9417,5.2944
14598360,SL01,1,2/16/2023 11:00,1969.282,208.3492,12.7457,0.9939,121.7761,55,100,27.6227,357.6423,2016.2067,189.6908,5.4487
14598361,SL01,1,2/16/2023 11:10,1934.1823,204.8504,12.3243,0.9938,123.0271,55,100,27.6652,358.671,2017.0319,189.9987,4.2525
14598518,SL01,1,2/16/2023 11:20,1982.1314,216.936,14.0877,0.9935,123.9749,55,100,27.396,0.2508,2016.2284,190.0864,8.4895
14598519,SL01,1,2/16/2023 11:30,1999.0285,257.286,14.751,0.9913,125.4767,52.845,100,26.0958,356.2666,2014.5013,189.6226,9.9741
14598520,SL01,1,2/16/2023 11:40,1999.557,243.8575,15.434,0.9921,126.5518,47.6307,100,26.0311,6.1341,2013.3224,189.6347,10.2725
14598521,SL01,1,2/16/2023 11:50,1996.0767,243.4429,13.7467,0.9921,127.3776,56.57,100,26.1746,357.0984,2014.9264,190.1415,7.8589
14598522,SL01,1,2/16/2023 12:00,1916.9233,195.3944,13.088,0.9939,127.2475,52.8814,100,26.4597,0.9842,2016.6553,189.8641,6.0677
14598523,SL01,1,2/16/2023 12:10,1999.5566,191.8946,16.9553,0.9949,127.817,59.2458,100,25.9809,0.4784,2016.0271,189.9028,12.5504
14598680,SL01,1,2/16/2023 12:20,1995.0473,223.5938,15.288,0.9933,128.3812,59.1021,100,25.7071,0.9457,2015.3757,189.9689,10.0514
14598681,SL01,1,2/16/2023 12:30,1998.7529,189.1481,13.6757,0.9951,128.7705,59.0625,100,25.7888,355.4094,2014.5752,189.794,8.489
14598682,SL01,1,2/16/2023 12:40,1972.4569,186.6431,15.81,0.995,128.9256,59.0625,100,25.965,0.4751,2015.4004,189.8686,11.5218
14598683,SL01,1,2/16/2023 12:50,1996.2364,195.869,15.1113,0.9947,129.2976,59.0625,100,25.9733,4.1159,2015.8374,190.2657,9.6835
14598684,SL01,1,2/16/2023 13:00,1986.0514,213.0473,13.7853,0.9938,129.3489,61.7897,100,26.3027,3.5866,2016.093,189.8474,7.4407
14598685,SL01,1,2/16/2023 13:10,1997.5401,228.8183,13.5433,0.993,129.6023,69.2393,100,26.5867,353.9493,2015.681,189.8465,8.1903
14598842,SL01,1,2/16/2023 13:20,1981.5407,224.2217,13.4593,0.9931,129.8382,58.8488,100,26.7862,0.2879,2015.4366,189.9776,6.8604
14598843,SL01,1,2/16/2023 13:30,1992.0429,238.8519,14.2857,0.9923,129.8521,61.8201,100,26.7223,1.1217,2016.412,189.9668,8.2418
14598844,SL01,1,2/16/2023 13:40,1992.9451,267.231,13.3657,0.9906,130.26,68.3595,100,25.446,359,2016.2842,189.9673,6.7224
14598845,SL01,1,2/16/2023 13:50,1667.1191,181.9217,10.4477,0.993,128.3758,62.1875,100,25.7369,357.9739,2016.4696,190.2626,0.3822
14598846,SL01,1,2/16/2023 14:00,1513.4674,115.2944,9.9953,0.9962,123.7865,62.1875,100,26.2472,355.9063,2015.9822,189.8542,-0.2124
14598847,SL01,1,2/16/2023 14:10,1414.1426,117.8631,9.5613,0.9944,120.3652,62.1875,100,26.4096,354.9623,1998.411,189.8241,0.0187
14599004,SL01,1,2/16/2023 14:20,1226.8922,96.4025,9.1167,0.9951,115.7377,56.801,100,26.6314,359.0993,1974.5092,190.4615,0.2112
14599005,SL01,1,2/16/2023 14:30,1351.3334,125.1194,9.6333,0.9929,113.7511,60.2684,100,27.0759,358.0764,1990.6661,189.8677,-0.0985
14599006,SL01,1,2/16/2023 14:40,1469.5358,137.206,10.0527,0.9947,112.1366,51.5625,100,27.2099,2.0182,2015.8211,189.8248,0.0802
14599007,SL01,1,2/16/2023 14:50,1448.0336,195.8377,9.9173,0.9889,111.7126,51.5625,100,27.3649,0.9676,2011.8983,190.2723,0.9301
14599008,SL01,1,2/16/2023 15:00,1685.8796,171.8279,10.8043,0.9936,112.4257,51.5625,100,27.3006,4.2556,2016.4232,190.3965,1.1057
14599009,SL01,1,2/16/2023 15:10,1622.5746,174.3546,10.5413,0.9929,112.6518,51.5625,100,27.3791,4.2471,2017.3332,190.5511,0.7919
14599166,SL01,1,2/16/2023 15:20,1777.8057,134.7131,11.2963,0.9964,114.1086,51.5625,100,27.3233,1.1044,2017.8824,189.7827,1.8151
14599167,SL01,1,2/16/2023 15:30,1846.0299,122.2765,11.6837,0.9972,115.9985,51.5625,100,27.2962,6.2464,2017.3462,190.2187,1.6349
14599168,SL01,1,2/16/2023 15:40,1693.2764,113.9838,10.9667,0.9967,115.5873,51.5625,100,27.3446,5.4541,2014.3112,189.6784,0.9504
14599169,SL01,1,2/16/2023 15:50,1386.4261,102.4888,9.6757,0.9957,113.5198,51.5625,100,27.4169,5.4959,1990.0882,189.2053,0.4604
14599170,SL01,1,2/16/2023 16:00,1916.7706,105.8492,11.9477,0.9979,115.3829,51.5625,100,27.4231,3.0039,2016.3248,189.5346,2.6303
14599171,SL01,1,2/16/2023 16:10,1704.5901,119.6792,10.9903,0.9969,116.0602,51.5625,100,27.4698,3.4429,2017.0554,189.5008,0.9624
14599328,SL01,1,2/16/2023 16:20,1581.9107,137.6796,10.446,0.9942,115.9295,51.5625,100,27.4803,1.9522,2005.6878,189.7863,1.067
14599329,SL01,1,2/16/2023 16:30,1719.2193,134.4412,11.0307,0.9961,114.85,51.5625,100,27.4903,2.1409,2016.7064,189.7246,1.3557
14599330,SL01,1,2/16/2023 16:40,1564.5376,135.5477,10.4103,0.995,114.3576,51.5625,100,27.5428,2.3312,2014.9304,190.2333,0.8121
14599331,SL01,1,2/16/2023 16:50,1537.1339,116.3771,10.0953,0.9959,114.5676,51.5625,100,27.5553,4.31,2012.7673,190.0223,0.3158
14599332,SL01,1,2/16/2023 17:00,1563.9238,93.1096,10.3257,0.9975,112.5818,51.5625,100,27.5878,3.7738,2017.0203,190.4151,0.2649
14599333,SL01,1,2/16/2023 17:10,1737.3383,86.4246,11.071,0.9981,113.4992,51.5625,100,27.6297,3.3094,2016.6003,189.8279,1.4942
14599490,SL01,1,2/16/2023 17:20,1530.8969,70.5831,10.2693,0.9983,113.3938,53.5351,100,27.6764,3.843,2016.0905,190.1538,0.4952
14599491,SL01,1,2/16/2023 17:30,1735.0152,76.8108,10.7653,0.9984,114.0075,59.4109,100,27.6997,354.7776,2017.0547,189.413,0.5448
14599492,SL01,1,2/16/2023 17:40,1561.1068,76.6008,10.3363,0.9981,112.6945,57.0313,100,27.7549,0.9509,2016.6894,189.405,0.0016
14599493,SL01,1,2/16/2023 17:50,1422.785,99.4569,9.706,0.9966,111.718,57.0313,100,27.8172,0.0225,2015.8428,189.9925,-0.1084
14599494,SL01,1,2/16/2023 18:00,1912.3164,124.391,11.684,0.9974,112.9326,57.0313,100,27.9365,3.3757,2017.7188,189.1609,1.2684
14599495,SL01,1,2/16/2023 18:10,1872.9244,173.3581,12.188,0.995,115.5085,57.0313,100,28.0697,355.645,2017.591,190.4652,4.6954
14599652,SL01,1,2/16/2023 18:20,1977.9725,237.6735,12.757,0.9923,118.4728,57.0313,100,28.0902,356.0326,2016.5782,189.9095,5.4134
14599653,SL01,1,2/16/2023 18:30,1944.2181,268.6423,12.3667,0.9899,120.132,57.0313,100,28.0934,355.307,2015.9362,189.7701,4.7679
14599654,SL01,1,2/16/2023 18:40,1975.9674,210.5898,12.844,0.9938,122.1445,57.0313,100,28.0585,357.8054,2017.0507,190.2303,5.4801
14599655,SL01,1,2/16/2023 18:50,1957.1829,150.2992,12.1797,0.9965,123.4017,57.0313,100,28.0537,355.8548,2016.0231,189.8042,4.289
14599656,SL01,1,2/16/2023 19:00,1894.389,121.3625,11.8253,0.9973,123.8845,51.0999,100,28.0351,358.6688,2017.0663,189.7751,3.0801
14599657,SL01,1,2/16/2023 19:10,1873.9105,91.2221,12.1943,0.9982,123.4426,46.4063,100,28.0283,6.5049,2017.562,190.6038,3.4078
14599814,SL01,1,2/16/2023 19:20,1967.0595,88.1963,12.349,0.9985,124.7192,56.2181,100,28.0433,355.6535,2016.2849,189.8851,4.1347
14599815,SL01,1,2/16/2023 19:30,1970.9288,69.0898,12.61,0.9988,125.4584,56.7188,100,28.0414,358.9453,2016.6709,189.7438,4.9088
14599816,SL01,1,2/16/2023 19:40,1931.2619,47.5588,11.667,0.999,125.7174,56.7792,100,28.0043,356.9637,2016.6839,190.3112,3.1744
14599817,SL01,1,2/16/2023 19:50,1954.617,20.3671,12.5687,0.999,126.3849,56.7188,100,28.0245,357.7166,2015.8732,189.8953,4.7969
14599818,SL01,1,2/16/2023 20:00,1912.3899,36.7292,11.5927,0.999,125.9528,56.7188,100,28.0052,356.14,2017.9143,189.6318,2.7752
14599819,SL01,1,2/16/2023 20:10,1928.9204,54.2038,12.2003,0.999,125.6935,56.7188,100,28.0055,357.9677,2017.2731,189.895,3.9776
14599976,SL01,1,2/16/2023 20:20,1917.5144,56.7367,12.1437,0.9989,126.1024,56.7188,100,28.0227,357.7177,2016.4298,189.5601,3.7537
14599977,SL01,1,2/16/2023 20:30,1936.6436,103.7269,12.7723,0.9979,125.8369,56.7188,100,28.0291,1.2089,2016.6275,190.3015,5.3198
14599978,SL01,1,2/16/2023 20:40,1999.305,121.9542,14.5613,0.9976,126.7792,56.7188,100,28.0221,5.784,2016.3516,189.8836,8.6777
14599979,SL01,1,2/16/2023 20:50,1982.5413,117.4669,13.975,0.9977,127.4381,63.4004,100,28.027,2.1987,2013.6356,190.3212,7.3473
14599980,SL01,1,2/16/2023 21:00,1948.5397,54.9208,12.2993,0.999,127.4471,64.5312,100,27.9755,359.8209,2016.9693,190.2601,4.226
14599981,SL01,1,2/16/2023 21:10,1970.7778,18.3783,12.208,0.999,127.682,64.5312,100,27.9795,359.5243,2016.714,190.1178,3.6607
14600138,SL01,1,2/16/2023 21:20,1993.3148,7.1535,12.7263,0.999,128.0321,64.5312,100,27.9645,355.0587,2016.4529,190.0282,5.992
14600139,SL01,1,2/16/2023 21:30,1953.6703,-14.4235,12.0663,0.999,128.2281,64.5312,100,27.9286,358.2077,2017.021,189.9503,2.9927
14600140,SL01,1,2/16/2023 21:40,1794.681,-10.7869,10.8023,0.999,127.0301,64.5312,100,27.8998,355.3294,2017.0833,190.0431,0.879
14600141,SL01,1,2/16/2023 21:50,1849.911,-20.1212,12.9053,0.999,125.0234,64.5312,100,27.8923,357.1937,2016.3396,190.1617,5.6936
14600142,SL01,1,2/16/2023 22:00,1918.0398,-9.406,12.1293,0.999,126.1238,61.0235,100,27.7728,354.5787,2016.7716,190.237,3.8284
14600143,SL01,1,2/16/2023 22:10,1983.4806,-39.9146,13.7793,0.999,126.4124,51.0979,100,27.6741,1.5133,2016.3085,189.9162,7.5423
14600300,SL01,1,2/16/2023 22:20,1906.9435,-64.6625,11.8797,0.9989,126.3426,54.1949,100,27.6707,2.8495,2017.138,190.1763,2.7325
14600301,SL01,1,2/16/2023 22:30,1956.8811,-35.5929,12.4857,0.9989,126.4445,57.07,100,27.5955,353.8569,2016.4537,190.2432,5.5618
14600302,SL01,1,2/16/2023 22:40,1949.2769,-32.5342,12.2063,0.999,127.0913,53.7224,100,27.5061,356.7874,2016.2969,190.2257,4.495
14600303,SL01,1,2/16/2023 22:50,1816.4475,-34.5869,11.4537,0.999,126.4957,53.75,100,27.4702,356.5635,2015.9623,189.8752,3.3627
14600304,SL01,1,2/16/2023 23:00,1633.0125,-35.6612,10.6247,0.9989,123.6066,53.75,100,27.4558,359.2602,2014.5154,190.3592,1.3174
14600305,SL01,1,2/16/2023 23:10,1892.9584,-39.751,11.5307,0.999,122.8918,53.601,100,27.4085,357.327,2016.4424,189.8716,3.1714
14600462,SL01,1,2/16/2023 23:20,1958.4604,-19.319,13.2457,0.999,124.436,57.5642,100,27.3766,2.0712,2016.6796,189.8527,6.0962
14600463,SL01,1,2/16/2023 23:30,1999.5587,3.7833,14.1697,0.999,125.3847,69.9776,100,26.8588,1.0354,2014.9858,189.744,8.4738
14600464,SL01,1,2/16/2023 23:40,1999.7968,0.8485,13.557,0.999,126.2693,73.2564,100,26.324,353.3419,2015.5923,189.8186,7.9553
14600465,SL01,1,2/16/2023 23:50,1943.6931,-36.4804,11.7723,0.999,126.5526,58.9416,100,26.0376,358.6354,2016.723,189.9534,2.9086
14600466,SL01,1,2/17/2023 0:00,1703.0729,-54.7885,10.6183,0.9987,124.7858,52.2705,100,26.3057,356.1463,2016.5587,189.9209,1.2765
14600467,SL01,1,2/17/2023 0:10,1816.4514,-75.8965,11.335,0.9985,122.7062,43.75,100,25.7982,0.7671,2016.7994,189.7762,2.5254
14600624,SL01,1,2/17/2023 0:20,1707.8429,-110.104,10.933,0.9968,122.049,43.75,100,25.967,359.9953,2014.7964,189.8039,1.9334
14600625,SL01,1,2/17/2023 0:30,1719.8239,-92.401,11.343,0.9976,120.2086,43.75,100,26.4382,3.577,2017.3237,190.1238,2.5661
14600626,SL01,1,2/17/2023 0:40,1820.1116,-85.4623,11.3047,0.9983,120.8714,43.75,100,26.4527,1.4839,2016.5196,190.2608,2.072
14600627,SL01,1,2/17/2023 0:50,1817.725,-89.1102,11.7897,0.998,120.7574,47.2092,100,26.6451,4.5726,2015.5879,189.82,3.1036
14600628,SL01,1,2/17/2023 1:00,1954.9456,-59.1342,12.277,0.9989,121.7664,51.5625,100,26.6245,359.3797,2017.5772,189.6915,4.1591
14600629,SL01,1,2/17/2023 1:10,1741.0566,-68.5915,11.223,0.9985,121.5554,51.5625,100,26.6176,357.9219,2015.7994,189.9593,2.7154
14600786,SL01,1,2/17/2023 1:20,1894.025,-78.6631,11.7873,0.9986,120.6835,59.8863,100,26.7295,1.4813,2017.5298,190.3188,2.6474
14600787,SL01,1,2/17/2023 1:30,1947.6835,-74.975,11.8353,0.9986,122.0211,61.875,100,26.7722,358.7803,2016.9805,190.3964,2.9374
14600788,SL01,1,2/17/2023 1:40,1534.2202,-105.9427,10.1997,0.9966,120.1342,61.875,100,26.6776,355.0208,2015.4775,189.4826,0.96
14600789,SL01,1,2/17/2023 1:50,932.2259,-138.9148,8.2367,0.9858,113.4158,36.601,100,26.1094,358.8995,1936.9108,190.0256,0.0355
14600790,SL01,1,2/17/2023 2:00,697.5837,-162.2156,7.0967,0.9489,107.323,27.9688,100,25.7349,0.5017,1762.7346,190.0838,0.2216
14600791,SL01,1,2/17/2023 2:10,1053.4055,-156.7675,8.3533,0.9854,103.3612,27.9688,100,25.5382,355.731,1959.843,190.4259,0.1346
14600948,SL01,1,2/17/2023 2:20,815.8937,-162.4083,7.5623,0.9778,99.899,27.9688,100,25.2095,0.904,1907.2153,189.7835,0.2233
14600949,SL01,1,2/17/2023 2:30,971.1131,-157.5881,8.26,0.9833,97.2834,27.9688,100,24.9668,354.9721,1942.757,189.763,0.0326
14600950,SL01,1,2/17/2023 2:40,783.4002,-164.8323,7.595,0.9737,94.445,27.9688,100,24.7292,354.5443,1869.9964,189.4423,0.0386
14600951,SL01,1,2/17/2023 2:50,843.7546,-167.7329,7.731,0.9783,91.8505,27.9688,100,24.6985,355.4529,1919.0098,190.369,0.089
14600952,SL01,1,2/17/2023 3:00,724.4191,-164.2796,7.2037,0.9687,90.1995,27.9688,100,24.762,355.9398,1822.0833,189.3577,0.162
14600953,SL01,1,2/17/2023 3:10,580.132,-167.7758,6.8817,0.9531,87.3979,27.9688,100,24.8747,0.9662,1725.3861,189.0103,0.059
14601110,SL01,1,2/17/2023 3:20,923.7721,-179.2958,8.163,0.9768,86.5644,37.8396,100,25.4905,0.1791,1938.5779,190.1711,0.0849
14601111,SL01,1,2/17/2023 3:30,1004.9016,-181.9479,8.2863,0.9802,86.7573,30.0399,100,25.2692,0.7731,1967.4149,189.5633,0.0903
14601112,SL01,1,2/17/2023 3:40,1229.6756,-150.1825,9.209,0.9908,87.8203,27.9688,100,25.2843,5.8339,2003.1319,190.4858,0.0085
14601113,SL01,1,2/17/2023 3:50,1327.9363,-151.2896,9.247,0.9917,90.5183,27.9688,100,25.3549,1.7538,2012.2926,189.7896,0.1152
14601114,SL01,1,2/17/2023 4:00,1165.6527,-166.0965,8.7283,0.9883,90.3815,27.9688,100,25.1182,357.9808,2006.6274,189.7747,0.0403
14601115,SL01,1,2/17/2023 4:10,1416.9759,-163.5333,9.5647,0.9922,91.772,27.9688,100,25.0566,358.8005,2016.1115,189.9755,0.2328
14601272,SL01,1,2/17/2023 4:20,1471.0141,-144.62,9.7993,0.9942,94.2758,27.9688,100,25.0525,359.8951,2015.429,189.8695,0.2635
14601273,SL01,1,2/17/2023 4:30,1397.0176,-132.6979,9.4853,0.9945,94.8516,27.9688,100,24.9206,356.7402,2012.7963,189.5358,0.2524
14601274,SL01,1,2/17/2023 4:40,1293.8288,-126.9398,9.0453,0.9938,95.3808,27.9688,100,24.8236,0.0794,2010.9953,189.9455,-0.1624
14601275,SL01,1,2/17/2023 4:50,1086.7386,-137.4956,8.52,0.9907,93.8189,27.9688,100,24.8137,358.1118,1997.0695,189.8851,-0.048
14601276,SL01,1,2/17/2023 5:00,1086.3282,-131.9158,8.5433,0.991,92.6376,27.9688,100,24.8174,357.3216,1986.9638,190.5333,-0.045
14601277,SL01,1,2/17/2023 5:10,976.143,-111.0244,8.1307,0.9921,90.9609,27.9688,100,24.8187,355.1871,1959.0986,189.8801,0.4002
14601434,SL01,1,2/17/2023 5:20,1074.7594,-95.9604,8.46,0.9942,90.6225,27.9688,100,24.9302,355.3849,1971.1614,189.6969,0.1152
14601435,SL01,1,2/17/2023 5:30,1093.4031,-96.4958,8.465,0.9948,90.0522,27.9688,100,24.9663,355.6508,1979.6363,189.9359,0.4002
14601436,SL01,1,2/17/2023 5:40,764.8244,-85.1817,7.597,0.9923,88.0683,27.9688,100,24.9348,354.0909,1866.6837,189.2625,0.0583
14601437,SL01,1,2/17/2023 5:50,802.977,-75.3002,7.526,0.994,86.5454,27.9688,100,24.9919,353.5826,1880.7582,189.4003,0.146
14601438,SL01,1,2/17/2023 6:00,845.04,-59.766,7.793,0.9965,85.2023,27.9688,100,24.9642,358.5048,1915.3176,189.9039,0.0056
14601439,SL01,1,2/17/2023 6:10,884.8919,-34.7065,7.9557,0.9985,85.1961,27.988,100,25.2234,4.6877,1931.9235,190.1765,-0.031
14601596,SL01,1,2/17/2023 6:20,1066.0208,-36.2254,8.6823,0.9987,85.3555,35.9228,100,25.4511,356.0591,1976.6296,189.8699,-0.0654
14601597,SL01,1,2/17/2023 6:30,812.5246,-33.8477,7.6597,0.9985,85.1066,28.4375,100,25.2366,359.9515,1909.3997,190.3695,0.0557
14601598,SL01,1,2/17/2023 6:40,932.4577,-41.6533,8.0883,0.9983,84.5427,28.4375,100,25.3087,2.4739,1967.345,190.0333,-0.0054
14601599,SL01,1,2/17/2023 6:50,1150.5725,-53.6827,8.906,0.9982,85.4647,28.4375,100,25.6396,6.7761,1993.9871,190.807,0.1359
14601600,SL01,1,2/17/2023 7:00,921.9228,-62.8612,8.1393,0.9969,85.7681,28.4776,100,25.545,5.1175,1953.9454,190.1683,0.0573
14601601,SL01,1,2/17/2023 7:10,1393.6134,-63.6996,9.448,0.9983,87.9358,36.1443,100,25.5969,357.7076,2012.5645,189.1456,0.3704
14601758,SL01,1,2/17/2023 7:20,1786.1183,-61.9171,10.9523,0.9988,92.6264,36.2422,100,25.6419,356.2195,2017.8078,190.3415,1.1634
14601759,SL01,1,2/17/2023 7:30,1504.3503,-52.5827,9.8873,0.9987,95.6583,36.25,100,25.6808,356.2775,2014.4843,190.0505,0.3498
14601760,SL01,1,2/17/2023 7:40,1440.4259,-32.9358,9.7533,0.9987,95.6458,36.25,100,25.8158,1.3544,2003.2778,190.3966,0.4117
14601761,SL01,1,2/17/2023 7:50,1675.0694,-2.3635,10.7713,0.999,98.4173,36.25,100,26.0511,5.6774,2017.3165,190.438,1.1525
14601762,SL01,1,2/17/2023 8:00,1812.2283,31.4129,11.2827,0.999,102.1777,36.25,100,26.0095,3.437,2017.0884,190.915,1.7838
14601763,SL01,1,2/17/2023 8:10,1637.419,23.9312,10.5063,0.999,103.3662,36.25,100,25.8826,358.535,2016.3255,190.3925,1.1725
14601920,SL01,1,2/17/2023 8:20,1856.2508,23.3452,11.4947,0.999,105.2998,36.25,100,25.8426,359.7256,2016.7524,189.8899,2.7932
14601921,SL01,1,2/17/2023 8:30,1605.2641,13.2919,10.2043,0.999,106.8296,36.25,100,25.8646,359.7546,2016.2154,189.9511,0.2968
14601922,SL01,1,2/17/2023 8:40,1668.8245,36.5231,10.7343,0.9989,106.5176,36.25,100,26.0267,1.6437,2014.5194,188.9461,0.9524
14601923,SL01,1,2/17/2023 8:50,1792.3272,53.7852,11.028,0.9989,108.7191,36.25,100,26.1149,359.9087,2017.3991,190.1958,1.3487
14601924,SL01,1,2/17/2023 9:00,1842.4083,82.9281,11.9223,0.9984,110.1376,36.25,100,26.1917,1.1415,2016.7828,189.6489,3.723
14601925,SL01,1,2/17/2023 9:10,1916.2347,101.255,12.0663,0.998,112.9264,36.25,100,26.3539,4.0933,2016.6749,189.8654,3.4508
14602082,SL01,1,2/17/2023 9:20,1978.3925,112.4112,13.113,0.9979,114.9551,45.1109,100,26.5996,0.1046,2015.6194,189.5988,5.9827
14602083,SL01,1,2/17/2023 9:30,1986.0207,136.7127,13.5947,0.9971,117.1778,46.574,100,26.5225,357.904,2015.4181,190.2458,7.4024
14602084,SL01,1,2/17/2023 9:40,1900.1868,133.4456,12.479,0.9969,118.8168,46.6687,100,26.5654,359.6286,2016.156,190.0053,4.8974
14602085,SL01,1,2/17/2023 9:50,1952.6168,149.214,12.6503,0.9966,119.2234,46.6896,100,26.545,358.3702,2016.7335,190.3151,5.87
14602086,SL01,1,2/17/2023 10:00,1963.7826,151.0198,13.1637,0.9965,120.7574,46.5625,100,26.5769,0.3909,2015.4753,189.929,5.99
14602087,SL01,1,2/17/2023 10:10,1983.9671,142.4029,14.079,0.9969,121.9958,46.7302,100,26.62,358.3267,2014.9941,189.841,8.6997
14602244,SL01,1,2/17/2023 10:20,1973.2768,174.9996,13.9923,0.9955,122.9805,46.5625,100,26.6573,359.1626,2016.2904,189.908,8.3696
14602245,SL01,1,2/17/2023 10:30,1927.3949,160.0717,13.2033,0.996,123.3691,46.5771,100,26.6965,359.7491,2015.9239,190.23,6.5749
14602246,SL01,1,2/17/2023 10:40,1916.8297,148.9327,12.588,0.9963,124.2748,46.8042,100,26.7599,357.7109,2015.4014,190.1626,5.0616
14602247,SL01,1,2/17/2023 10:50,1861.433,143.3219,12.3967,0.9964,123.4207,46.674,100,26.8077,359.6553,2017.0283,189.8719,4.7541
14602248,SL01,1,2/17/2023 11:00,1832.1043,129.8238,12.0163,0.9967,122.8924,46.5625,100,26.8736,358.0429,2016.4595,189.6636,4.4492
14602249,SL01,1,2/17/2023 11:10,1976.7843,129.96,12.843,0.9973,124.0621,46.5625,100,26.8528,358.0536,2015.6994,189.9736,5.631
14602406,SL01,1,2/17/2023 11:20,1943.8563,125.9671,12.8137,0.9973,124.5766,46.5625,100,26.9541,358.6489,2016.9291,190.1416,5.5933
14602407,SL01,1,2/17/2023 11:30,1942.7489,139.8873,12.68,0.9969,125.0178,46.5625,100,27.064,3.363,2016.0565,189.9961,5.34
14602408,SL01,1,2/17/2023 11:40,1994.3477,182.4462,13.6813,0.9953,125.8377,46.6323,100,27.0777,2.9444,2014.8674,189.3758,7.4057
