idDatosDiezminutales,wtg_Idn,Naerogenerador,dtFecha,dPotTotal,dPotReact,dVelVientoF1sg,dCosPhi,dTempGen,dPosNacelle,ET_Availability2Avg,dTempAmbiente,dDirViento,dVelGenerador,dPresGH,dPitch
14684547,SL01,1,3/10/2023 14:50,0,0,0,0,0,0,0,0,0,0,0,0
14684548,SL01,1,3/10/2023 15:00,0,0,0,0,0,0,0,0,0,0,0,0
14684549,SL01,1,3/10/2023 15:10,0,0,0,0,0,0,0,0,0,0,0,0
14684706,SL01,1,3/10/2023 15:20,0,0,0,0,0,0,0,0,0,0,0,0
14684707,SL01,1,3/10/2023 15:30,0,0,0,0,0,0,0,0,0,0,0,0
14684708,SL01,1,3/10/2023 15:40,0,0,0,0,0,0,0,0,0,0,0,0
14684709,SL01,1,3/10/2023 15:50,0,0,0,0,0,0,0,0,0,0,0,0
14684710,SL01,1,3/10/2023 16:00,0,0,0,0,0,0,0,0,0,0,0,0
14684711,SL01,1,3/10/2023 16:10,0,0,0,0,0,0,0,0,0,0,0,0
14684868,SL01,1,3/10/2023 16:20,0,0,0,0,0,0,0,0,0,0,0,0
14684869,SL01,1,3/10/2023 16:30,0,0,0,0,0,0,0,0,0,0,0,0
14684870,SL01,1,3/10/2023 16:40,0,0,0,0,0,0,0,0,0,0,0,0
14684871,SL01,1,3/10/2023 16:50,0,0,0,0,0,0,0,0,0,0,0,0
14684872,SL01,1,3/10/2023 17:00,0,0,0,0,0,0,0,0,0,0,0,0
14684873,SL01,1,3/10/2023 17:10,0,0,0,0,0,0,0,0,0,0,0,0
14685030,SL01,1,3/10/2023 17:20,0,0,0,0,0,0,0,0,0,0,0,0
14685031,SL01,1,3/10/2023 17:30,0,0,0,0,0,0,0,0,0,0,0,0
14685032,SL01,1,3/10/2023 17:40,1301.5476,177.1456,8.7223,0.7231,42.0782,54.0355,0,21.0708,354.6832,1465.7462,142.5365,3.0758
14685033,SL01,1,3/10/2023 17:50,1954.1926,260.7806,11.9293,0.9903,70.4618,60.1331,78.11,28.0516,1.6557,2016.429,189.8345,2.6471
14685034,SL01,1,3/10/2023 18:00,1958.0404,242.3244,11.6897,0.992,81.0665,59.375,100,28.0148,0.2593,2017.8759,189.9462,1.8783
14685035,SL01,1,3/10/2023 18:10,1922.0976,238.9973,11.6023,0.9917,90.2009,59.375,100,27.9529,0.7147,2017.4324,189.8095,1.7243
14685192,SL01,1,3/10/2023 18:20,1903.1149,252.0504,11.911,0.9904,97.9493,59.375,100,27.8656,3.5297,2016.9121,189.7313,2.2104
14685193,SL01,1,3/10/2023 18:30,1937.705,248.2138,11.8633,0.9913,102.9377,59.375,100,27.8074,2.7871,2017.9693,190.2006,1.5629
14685194,SL01,1,3/10/2023 18:40,1811.5121,211.8644,11.1417,0.9922,106.0724,59.375,100,27.7992,2.3347,2017.3676,189.4266,0.1779
14685195,SL01,1,3/10/2023 18:50,1598.0488,196.2829,10.3737,0.991,106.3735,59.375,100,27.785,1.1034,2016.4964,189.9991,0.1266
14685196,SL01,1,3/10/2023 19:00,1726.3413,192.9177,11.0343,0.9929,107.5888,59.375,100,27.7535,2.0929,2016.5333,189.0145,0.2086
14685197,SL01,1,3/10/2023 19:10,1505.4366,160.9781,10.0403,0.9927,108.4804,59.375,100,27.7007,1.0562,2014.909,189.6376,-0.3423
14685354,SL01,1,3/10/2023 19:20,1573.4018,151.4719,10.2507,0.9945,107.1489,59.375,100,27.6957,358.8369,2016.5225,189.5685,-0.2877
14685355,SL01,1,3/10/2023 19:30,1564.5538,151.7096,10.2277,0.9944,108.1718,59.375,100,27.7085,358.1629,2016.3903,189.0078,-0.3647
14685356,SL01,1,3/10/2023 19:40,1681.3366,143.186,10.5787,0.9958,108.5105,59.375,100,27.7238,355.2652,2016.7951,189.6484,-0.2274
14685357,SL01,1,3/10/2023 19:50,1567.2628,140.5519,10.1113,0.9946,109.326,53.9074,100,27.7634,358.4414,2011.2893,189.9916,0.1451
14685358,SL01,1,3/10/2023 20:00,1464.9377,119.1098,9.9153,0.996,108.2104,51.5625,100,27.7393,358.1016,2016.2867,189.3775,-0.2624
14685359,SL01,1,3/10/2023 20:10,1351.2971,113.2429,9.5503,0.9951,106.3958,51.5625,100,27.761,357.1001,2010.5137,191.1286,-0.2227
14685516,SL01,1,3/10/2023 20:20,886.6064,65.3779,7.949,0.996,103.9935,34.4241,100,27.5303,355.6697,1903.7549,189.428,-0.0757
14685517,SL01,1,3/10/2023 20:30,709.7786,21.9442,7.4973,0.9987,98.8117,27.9688,100,27.2915,359.7315,1842.1837,189.8291,-0.0477
14685518,SL01,1,3/10/2023 20:40,701.3112,8.3144,7.3327,0.999,95.2995,27.9688,100,27.1933,359.746,1823.9119,189.7583,-0.0543
14685519,SL01,1,3/10/2023 20:50,439.6442,0.086,6.3813,0.999,92.1197,27.859,100,26.979,354.2791,1582.6373,189.6393,0.0013
14685520,SL01,1,3/10/2023 21:00,527.7151,-1.336,6.7163,0.999,89.2076,20.4687,100,26.8258,2.8654,1682.7102,189.321,0.0013
14685521,SL01,1,3/10/2023 21:10,546.2831,-3.5448,6.6663,0.999,86.904,20.4687,100,26.6511,1.7981,1691.0186,190.036,0.126
14685678,SL01,1,3/10/2023 21:20,551.4044,-6.7462,6.8837,0.999,85.1151,20.4687,100,26.5747,0.7355,1706.2688,189.9386,-0.0843
14685679,SL01,1,3/10/2023 21:30,556.1911,0.3123,6.8893,0.999,83.6396,20.4687,100,26.4757,359.1501,1710.0131,189.6513,-0.0627
14685680,SL01,1,3/10/2023 21:40,562.0742,1.4017,6.8247,0.999,82.4179,20.4687,100,26.3273,355.0665,1711.3278,189.7524,0.018
14685681,SL01,1,3/10/2023 21:50,527.0808,2.8838,6.7853,0.999,81.3856,20.4687,100,26.2694,354.4689,1676.3477,190.2113,-0.0807
14685682,SL01,1,3/10/2023 22:00,456.1651,0.5423,6.5307,0.999,80.5571,20.4687,100,26.2423,356.3376,1599.7435,189.7039,-0.1007
14685683,SL01,1,3/10/2023 22:10,440.3035,-7.4981,6.4377,0.9988,79.7365,20.4687,100,26.2246,355.6218,1589.0027,190.0599,-0.072
14685840,SL01,1,3/10/2023 22:20,376.0032,-9.0867,6.1813,0.9981,79.0136,20.4687,100,26.2451,357.4814,1512.1038,189.6896,-0.1077
14685841,SL01,1,3/10/2023 22:30,444.1194,-5.2858,6.444,0.999,78.2718,20.4687,100,26.2876,359.3623,1595.0028,189.8945,-0.0837
14685842,SL01,1,3/10/2023 22:40,495.7194,-7.0073,6.697,0.999,77.588,20.4687,100,26.3366,357.7418,1649.3533,189.648,-0.1397
14685843,SL01,1,3/10/2023 22:50,386.5833,-11.0238,6.1913,0.9988,77.1977,20.4687,100,26.2641,357.6332,1518.8596,189.627,-0.1303
14685844,SL01,1,3/10/2023 23:00,435.4035,-4.6315,6.4427,0.9989,76.7448,20.4687,100,26.3255,1.2656,1586.0039,189.6992,-0.067
14685845,SL01,1,3/10/2023 23:10,495.4718,-0.7113,6.7383,0.999,76.2053,20.4687,100,26.4624,6.1407,1644.8635,189.7051,-0.189
14686002,SL01,1,3/10/2023 23:20,398.5809,-0.5717,6.2427,0.999,76.0701,26.0452,100,26.4778,1.5936,1532.4398,189.4547,-0.0667
14686003,SL01,1,3/10/2023 23:30,459.1444,-6.051,6.5287,0.9989,75.818,27.0986,100,26.5171,358.6595,1609.174,190.0451,-0.04
14686004,SL01,1,3/10/2023 23:40,308.4497,-3.7019,5.7067,0.9989,75.6191,25.7812,100,26.4922,2.3728,1415.7165,189.9081,0.1657
14686005,SL01,1,3/10/2023 23:50,555.2728,-8.8198,7.0033,0.9989,75.4972,41.7941,100,26.6124,359.5351,1707.8413,190.3411,-0.1064
14686006,SL01,1,3/11/2023 0:00,756.7932,-1.5573,7.587,0.9987,76.0827,53.6737,100,26.9582,358.1755,1832.1015,189.5018,-0.039
14686007,SL01,1,3/11/2023 0:10,214.7027,38.5554,5.0957,0.967,76.3088,40.349,100,26.5789,6.0417,1340.8348,189.5915,0.6413
14686164,SL01,1,3/11/2023 0:20,1298.5626,31.0892,9.5223,0.9989,78.4172,56.514,100,27.0265,3.5156,2002.3856,189.3793,-0.1154
14686165,SL01,1,3/11/2023 0:30,1741.7811,30.3183,10.7737,0.999,85.8162,65,100,27.0164,356.5347,2017.2654,189.8143,0.2079
14686166,SL01,1,3/11/2023 0:40,1661.3218,36.5169,10.401,0.9989,91.6851,65,100,26.9852,358.9505,2015.3536,189.5697,-0.083
14686167,SL01,1,3/11/2023 0:50,1814.1568,47.8521,11.256,0.999,94.8965,65,100,26.9072,357.5923,2016.9378,189.9735,1.3084
14686168,SL01,1,3/11/2023 1:00,1808.0681,30.6842,11.0693,0.999,100.5346,65,100,26.9055,355.8627,2017.1894,191.3816,0.8208
14686169,SL01,1,3/11/2023 1:10,1910.2265,49.4744,11.663,0.999,103.2835,65,100,26.9025,356.0198,2017.8995,189.6464,1.8769
14686326,SL01,1,3/11/2023 1:20,1884.6726,63.7892,11.4367,0.9989,106.6679,65,100,26.9011,356.539,2017.3531,189.8168,1.2344
14686327,SL01,1,3/11/2023 1:30,1770.2961,55.7856,10.9453,0.9989,108.6865,56.3022,100,26.8338,1.8051,2017.2426,190.168,0.5385
14686328,SL01,1,3/11/2023 1:40,1922.1991,36.54,11.5947,0.999,110.4784,67.9688,100,26.8358,353.8895,2016.9063,189.9959,1.8675
14686329,SL01,1,3/11/2023 1:50,1853.3274,55.0465,11.3857,0.9989,112.3424,65.7168,100,26.8345,354.4944,2016.9562,190.3582,1.7076
14686330,SL01,1,3/11/2023 2:00,1596.4266,54.6127,10.302,0.9987,111.429,57.5,100,26.7948,1.3067,2012.6702,190.1782,0.1619
14686331,SL01,1,3/11/2023 2:10,1769.1415,45.064,11.292,0.9989,111.6977,57.5,100,26.7945,2.2953,2016.2817,190.0435,1.4345
14686488,SL01,1,3/11/2023 2:20,1708.7521,53.7583,11.0183,0.9988,112.7939,57.5,100,26.7535,2.0308,2016.5521,190.0423,1.4321
14686489,SL01,1,3/11/2023 2:30,1768.2788,31.5135,11.2413,0.999,113.3351,57.5,100,26.7278,4.4647,2017.2296,189.8631,0.7869
14686490,SL01,1,3/11/2023 2:40,1794.6981,25.0654,11.0207,0.999,114.022,57.5,100,26.7607,0.5099,2017.6826,190.1176,0.2002
14686491,SL01,1,3/11/2023 2:50,1807.5203,17.1094,11.0457,0.999,114.108,57.5,100,26.7397,356.3741,2017.4907,189.6657,0.3119
14686492,SL01,1,3/11/2023 3:00,1798.951,17.1875,11.3047,0.999,115.325,55.4507,100,26.7356,354.975,2016.6405,190.4457,1.4558
14686493,SL01,1,3/11/2023 3:10,1394.4779,-5.4508,9.7733,0.999,113.9582,52.239,100,26.6836,359.4733,2006.3968,189.903,0.0869
14686650,SL01,1,3/11/2023 3:20,1691.2617,-8.384,10.7917,0.999,111.6174,43.8809,100,26.6169,2.2345,2017.4063,189.91,0.2292
14686651,SL01,1,3/11/2023 3:30,1664.8712,-9.1602,10.382,0.999,112.6903,47.1875,100,26.5989,359.5004,2016.7252,190.4198,-0.1484
14686652,SL01,1,3/11/2023 3:40,1527.274,-15.7075,10.287,0.999,110.8782,47.1875,100,26.5799,3.6577,2008.9614,189.4602,0.2338
14686653,SL01,1,3/11/2023 3:50,914.501,-19.8808,7.9657,0.9989,107.3653,47.1875,100,26.5276,356.7485,1916.1631,189.3388,0.0286
14686654,SL01,1,3/11/2023 4:00,1300.4272,-23.3271,9.3303,0.999,103.7251,47.1875,100,26.4869,356.2454,2002.5917,189.3707,-0.3477
14686655,SL01,1,3/11/2023 4:10,1020.8761,-26.5104,8.3633,0.9989,102.0354,47.1875,100,26.4186,355.7153,1985.606,190.1862,-0.0644
14686812,SL01,1,3/11/2023 4:20,1328.1472,-30.2583,9.5173,0.9989,100.8633,47.1875,100,26.3862,359.2199,2008.0595,188.7956,-0.3321
14686813,SL01,1,3/11/2023 4:30,1332.7094,-26.4819,9.5593,0.999,100.0666,47.1875,100,26.3666,355.8836,2009.3999,190.6965,-0.246
14686814,SL01,1,3/11/2023 4:40,1636.8384,-18.7438,10.4733,0.999,102.3335,47.1875,100,26.3412,356.3574,2016.979,190.1649,0.0026
14686815,SL01,1,3/11/2023 4:50,1253.4292,-16.6979,9.1427,0.999,101.8935,47.1875,100,26.3182,354.6475,1986.2584,190.2989,-0.0374
14686816,SL01,1,3/11/2023 5:00,1205.4993,-3.4279,9.0127,0.999,99.7653,41.2043,100,26.2867,359.7707,2002.3563,190.2227,-0.0797
14686817,SL01,1,3/11/2023 5:10,1227.9291,4.5698,9.1323,0.999,98.8759,44.6875,100,26.2532,355.0379,1975.0672,190.3813,-0.1877
14686974,SL01,1,3/11/2023 5:20,1099.9152,11.7873,8.6837,0.999,97.1822,40.7471,100,26.2099,356.3408,1966.9315,190.0215,0.0915
14686975,SL01,1,3/11/2023 5:30,626.5057,13.8273,6.795,0.9977,95.4056,33.1283,100,25.8288,354.8082,1623.3586,190.0654,0.161
14686976,SL01,1,3/11/2023 5:40,461.7778,-3.5994,6.3823,0.9989,91.2398,19.2967,100,25.3516,359.328,1603.8184,189.8909,0.1931
14686977,SL01,1,3/11/2023 5:50,618.1884,-3.6112,7.0597,0.999,88.1268,18.75,100,25.1736,359.7769,1764.0971,189.9964,-0.024
14686978,SL01,1,3/11/2023 6:00,653.5931,-0.5194,7.187,0.999,85.9389,18.75,100,25.0825,359.3087,1794.6812,189.7265,-0.0323
14686979,SL01,1,3/11/2023 6:10,521.3989,-9.1258,6.6117,0.9989,84.1389,18.75,100,24.9844,355.542,1657.0182,189.5604,0.0786
14687136,SL01,1,3/11/2023 6:20,476.3259,-13.2454,6.721,0.9989,82.4728,18.75,100,24.824,353.3615,1631.609,189.3178,-0.2023
14687137,SL01,1,3/11/2023 6:30,440.1189,-9.909,6.4273,0.9989,80.9221,11.8001,100,24.6054,359.0793,1574.4727,190.2818,-0.15
14687138,SL01,1,3/11/2023 6:40,413.3439,-6.8012,6.1143,0.999,79.6651,8.2813,100,24.5114,1.7182,1556.8548,190.1846,0.1933
14687139,SL01,1,3/11/2023 6:50,484.0478,-4.6979,6.4547,0.999,78.6158,8.2813,100,24.5786,4.0692,1634.1067,189.8464,0.07
14687140,SL01,1,3/11/2023 7:00,568.3107,-10.7125,6.8477,0.9989,77.7934,8.2813,100,24.7042,3.5874,1721.0965,189.5859,0.0433
14687141,SL01,1,3/11/2023 7:10,568.3287,-15.3123,6.7383,0.9989,77.297,8.2813,100,24.8542,6.1716,1706.4419,189.5949,0.0817
14687298,SL01,1,3/11/2023 7:20,505.0303,-19.5019,6.517,0.9985,76.9468,15.6245,100,25.0176,359.5335,1650.3106,189.5704,0.179
14687299,SL01,1,3/11/2023 7:30,553.2341,-21.9027,6.7017,0.9985,76.577,16.0938,100,25.135,358.2421,1690.5696,189.2572,0.109
14687300,SL01,1,3/11/2023 7:40,528.9799,-19.4881,6.6293,0.9985,76.3091,16.0938,100,25.2901,358.7035,1677.0306,189.8838,0.099
14687301,SL01,1,3/11/2023 7:50,471.7247,-15.7138,6.3603,0.9984,76.1164,16.0938,100,25.5076,3.6155,1604.6762,189.928,0.1057
14687302,SL01,1,3/11/2023 8:00,413.9218,-12.4688,6.127,0.9986,75.8259,16.0938,100,25.6616,4.2163,1541.5296,189.3641,0.194
14687303,SL01,1,3/11/2023 8:10,564.5876,-12.6379,6.8507,0.9989,75.9516,16.8755,100,25.7971,4.0026,1680.3179,189.6953,-0.025
14687460,SL01,1,3/11/2023 8:20,512.561,-3.34,6.419,0.9988,75.9943,21.0938,100,25.8981,0.6219,1642.2043,190.0201,0.313
14687461,SL01,1,3/11/2023 8:30,475.888,6.124,6.4043,0.9987,76.012,22.4032,100,26.0459,2.8279,1600.8533,189.4054,0.1926
14687462,SL01,1,3/11/2023 8:40,761.0076,14.4544,7.591,0.9989,76.9578,31.25,100,25.9743,358.4733,1842.3137,189.4208,-0.1167
14687463,SL01,1,3/11/2023 8:50,880.3401,33.9679,8.0693,0.9985,77.7139,31.25,100,26.0555,358.7499,1929.869,189.6532,-0.0624
14687464,SL01,1,3/11/2023 9:00,920.3364,47.6,8.0263,0.9974,79.5445,31.25,100,26.1148,357.6496,1885.6199,190.031,0.2251
14687465,SL01,1,3/11/2023 9:10,1119.9348,72.3104,8.6193,0.9963,81.848,31.25,100,26.2006,0.2298,1967.4594,189.5799,0.2291
14687622,SL01,1,3/11/2023 9:20,837.4721,98.3588,7.738,0.989,82.928,31.25,100,26.4018,359.1629,1878.9811,189.5644,0.092
14687623,SL01,1,3/11/2023 9:30,1134.7796,90.874,8.7883,0.9944,84.0599,31.25,100,26.3662,1.2853,1960.1884,190.5622,-0.0671
14687624,SL01,1,3/11/2023 9:40,1002.3344,92.4433,8.343,0.9939,85.4962,31.25,100,26.4922,1.3389,1947.349,190.5033,0.1222
14687625,SL01,1,3/11/2023 9:50,943.18,79.4383,8.1133,0.9934,85.658,31.25,100,26.5229,5.8497,1902.5191,189.7386,-0.0747
14687626,SL01,1,3/11/2023 10:00,1021.8302,94.3831,8.734,0.9941,86.2897,37.5075,100,26.4997,0.091,1961.8012,190.1999,-0.2664
14687627,SL01,1,3/11/2023 10:10,1064.7884,97.8312,8.5707,0.9943,86.6157,41.9966,100,26.6439,358.0392,1952.7494,189.7442,-0.0141
14687784,SL01,1,3/11/2023 10:20,1107.9709,124.6223,8.758,0.9906,87.7543,44.6875,100,26.8377,4.632,1953.197,189.885,-0.029
14687785,SL01,1,3/11/2023 10:30,1253.0416,163.6198,9.3443,0.9894,89.8799,44.9209,100,26.7581,6.7311,2000.2769,189.897,0.0022
14687786,SL01,1,3/11/2023 10:40,1600.7521,146.5135,10.4427,0.9946,93.7536,52.3438,100,26.6828,357.8667,2014.9825,190.9205,0.9498
14687787,SL01,1,3/11/2023 10:50,1440.2811,138.0806,9.8843,0.9944,95.9034,52.3438,100,26.8066,358.2221,2013.0193,190.0575,-0.0261
14687788,SL01,1,3/11/2023 11:00,1327.2888,123.6462,9.3467,0.9902,97.6686,52.3438,100,26.9457,359.6195,1965.187,190.0938,0.2156
14687789,SL01,1,3/11/2023 11:10,1352.1974,141.4608,9.6343,0.9926,96.4153,52.3438,100,26.8675,359.368,1997.9827,189.9479,-0.1395
14687946,SL01,1,3/11/2023 11:20,1166.1221,130.9227,8.6813,0.9904,96.735,52.3438,100,27.1105,0.4832,1948.9038,189.7997,0.1938
14687947,SL01,1,3/11/2023 11:30,1135.6704,126.341,8.7903,0.9908,96.6556,52.3438,100,27.1931,2.2341,1969.1688,190.1732,-0.0717
14687948,SL01,1,3/11/2023 11:40,1010.7694,114.9477,8.441,0.9925,94.3104,52.3438,100,27.3488,2.6577,1984.7113,190.279,0.0845
14687949,SL01,1,3/11/2023 11:50,1406.0279,123.9777,9.772,0.9954,95.2053,62.5547,100,27.2084,357.6135,2016.0746,189.3788,-0.3201
14687950,SL01,1,3/11/2023 12:00,1348.7412,139.25,9.4653,0.9922,97.3912,62.9687,100,27.4548,355.1008,1992.5348,189.7607,-0.127
14687951,SL01,1,3/11/2023 12:10,1571.8159,138.9794,10.319,0.9953,98.3263,62.9687,100,27.3981,356.5876,2016.6575,190.2996,-0.1857
14688108,SL01,1,3/11/2023 12:20,1626.6994,157.7456,10.471,0.9938,101.8953,62.9687,100,27.417,357.7691,2015.3446,189.935,-0.0798
14688109,SL01,1,3/11/2023 12:30,1738.4881,153.0194,10.7727,0.9954,104.2026,62.9687,100,27.3332,0.1952,2016.9142,189.627,-0.2234
14688110,SL01,1,3/11/2023 12:40,1504.503,130.4806,9.9023,0.9955,104.9499,62.9687,100,27.4009,359.4336,2016.42,190.1026,-0.3483
14688111,SL01,1,3/11/2023 12:50,1681.2569,160.8842,10.5343,0.9946,105.9707,62.9687,100,27.3952,0.2824,2016.6466,190.1799,-0.3297
14688112,SL01,1,3/11/2023 13:00,1528.1761,143.4767,10.069,0.9949,106.9558,62.9687,100,27.5236,358.2978,2016.2194,189.6137,-0.4847
14688113,SL01,1,3/11/2023 13:10,1326.647,151.8815,9.4243,0.9917,105.5741,62.9687,100,27.609,0.5169,2005.3822,189.1082,-0.1385
14688270,SL01,1,3/11/2023 13:20,1399.7922,151.6212,9.6473,0.9926,104.8061,62.9687,100,27.5872,1.8068,2012.0699,189.6829,-0.0788
14688271,SL01,1,3/11/2023 13:30,1620.8771,176.0823,10.5027,0.9934,105.4455,62.9687,100,27.5397,1.0118,2016.8288,189.9847,-0.2754
14688272,SL01,1,3/11/2023 13:40,1711.3727,205.1254,10.6767,0.9921,107.8698,62.9687,100,27.5196,359.8237,2016.68,189.2872,-0.1857
14688273,SL01,1,3/11/2023 13:50,1633.1801,186.2123,10.3993,0.992,109.5268,62.9687,100,27.6044,357.2265,2016.1622,189.9094,0.1159
14688274,SL01,1,3/11/2023 14:00,1519.1124,204.0806,10.0023,0.989,109.4103,62.9687,100,27.7177,355.6607,2012.7745,189.4151,-0.0234
14688275,SL01,1,3/11/2023 14:10,1682.9002,218.325,10.745,0.9902,110.1841,62.9687,100,27.6198,355.7679,2016.2016,189.5624,0.3975
14688432,SL01,1,3/11/2023 14:20,1719.4432,222.3631,10.8353,0.9895,113.3034,62.9687,100,27.6632,355.7362,2016.2914,189.454,0.5719
14688433,SL01,1,3/11/2023 14:30,1607.8169,210.7304,10.496,0.9904,112.5319,62.9687,100,27.7555,354.1071,2015.3699,189.5372,0.2791
14688434,SL01,1,3/11/2023 14:40,1347.7498,209.0256,9.4987,0.9851,111.383,62.9687,100,27.8815,353.4918,2012.8871,189.495,0.2309
14688435,SL01,1,3/11/2023 14:50,1623.2851,209.6769,10.3637,0.9902,111.742,62.9687,100,27.7549,355.9306,2014.1338,190.099,0.3029
14688436,SL01,1,3/11/2023 15:00,1908.7692,216.7733,11.485,0.993,114.5786,62.9687,100,27.6837,357.0564,2017.7264,189.4426,1.3889
14688437,SL01,1,3/11/2023 15:10,1710.9269,234.9979,10.6567,0.9887,116.7846,62.9687,100,27.8312,356.0574,2015.2237,190.7919,1.2175
14688594,SL01,1,3/11/2023 15:20,1866.9494,208.1756,11.2827,0.9932,117.3018,62.9687,100,27.702,356.8485,2017.9842,189.9103,0.8183
14688595,SL01,1,3/11/2023 15:30,1438.4882,203.7204,9.818,0.9878,116.7968,62.9687,100,27.8988,354.3745,2015.4293,190.3842,-0.1434
14688596,SL01,1,3/11/2023 15:40,1541.5137,197.8321,10.151,0.9895,114.8016,62.9687,100,27.8393,354.5702,2006.5127,189.3317,0.0978
14688597,SL01,1,3/11/2023 15:50,1736.5097,202.455,10.922,0.9922,115.7386,62.9687,100,27.7913,355.3001,2017.5841,189.9433,0.2715
14688598,SL01,1,3/11/2023 16:00,1630.6181,209.7006,10.4393,0.9902,116.7775,62.9687,100,27.8915,354.6186,2015.2639,190.2477,0.2332
14688599,SL01,1,3/11/2023 16:10,1590.4,214.0725,10.3663,0.9886,115.5155,62.9687,100,27.8509,353.8223,2012.6963,190.5672,0.1342
14688756,SL01,1,3/11/2023 16:20,1663.9324,221.5025,10.6133,0.99,115.7591,62.9687,100,27.8633,355.3807,2015.9084,189.2423,0.0772
14688757,SL01,1,3/11/2023 16:30,1859.8781,212.5079,11.3013,0.9929,118.0562,62.9687,100,27.8189,356.5272,2017.6894,189.8671,0.4999
14688758,SL01,1,3/11/2023 16:40,1570.5659,193.6171,10.173,0.9912,117.4817,62.9687,100,27.8991,356.2862,2015.7429,189.6039,-0.2264
14688759,SL01,1,3/11/2023 16:50,1485.0172,189.409,9.9123,0.9907,115.2706,62.9687,100,27.9649,355.4489,2016.3678,189.4251,-0.2987
14688760,SL01,1,3/11/2023 17:00,1504.3354,159.2202,10.0207,0.9937,114.6834,62.9687,100,27.9685,354.244,2016.1926,189.6387,-0.448
14688761,SL01,1,3/11/2023 17:10,1157.8844,128.8254,8.8317,0.9918,111.5435,58.9366,100,27.9971,354.8072,1981.8863,189.9983,-0.0262
14688918,SL01,1,3/11/2023 17:20,1378.083,134.0685,9.6207,0.994,109.8136,55.4688,100,27.8984,356.8857,2010.0021,189.6242,-0.2417
14688919,SL01,1,3/11/2023 17:30,1365.8439,135.3438,9.6297,0.9933,109.0213,55.4688,100,27.8477,357.5888,2002.0952,190.2728,-0.0908
14688920,SL01,1,3/11/2023 17:40,1300.5388,113.8967,9.353,0.9956,107.606,55.4688,100,27.8487,356.8052,2015.0589,189.6965,-0.3274
14688921,SL01,1,3/11/2023 17:50,1194.9914,91.9971,9.1937,0.9962,105.8349,55.4688,100,27.8314,358.2145,2010.5365,189.4966,-0.2644
14688922,SL01,1,3/11/2023 18:00,1168.3604,113.7012,9.014,0.9939,103.6777,55.4688,100,27.8345,358.9998,1995.5372,189.2583,-0.2031
14688923,SL01,1,3/11/2023 18:10,1221.6466,107.1748,9.0677,0.9952,103.1384,55.4688,100,27.8524,358.8055,2011.6832,189.7667,-0.3457
14689080,SL01,1,3/11/2023 18:20,1017.2365,85.4658,8.245,0.9953,101.2115,55.1493,100,27.8727,355.1493,1965.447,189.8618,0.014
14689081,SL01,1,3/11/2023 18:30,934.4882,73.1658,8.1517,0.9958,98.5774,50.4688,100,27.9315,356.3113,1947.7244,189.7441,-0.068
14689082,SL01,1,3/11/2023 18:40,1010.2151,44.0406,8.5777,0.9984,96.4296,35.2201,100,27.9959,1.563,1974.6949,190.1052,-0.1514
14689083,SL01,1,3/11/2023 18:50,1075.1965,53.1538,8.689,0.9981,95.9211,28.4213,100,27.8886,5.5506,1991.2483,189.1873,0.0066
14689084,SL01,1,3/11/2023 19:00,1377.2894,55.8206,9.6393,0.9987,96.7488,34.8438,100,27.7952,0.496,2015.4319,190.0641,-0.342
14689085,SL01,1,3/11/2023 19:10,1334.361,48.0604,9.34,0.9987,98.7229,34.8438,100,27.6385,359.3097,2011.551,188.9161,-0.1198
14689242,SL01,1,3/11/2023 19:20,1152.5907,34.7765,8.929,0.9989,97.5702,34.8438,100,27.5591,359.8764,1998.8723,189.4031,-0.243
14689243,SL01,1,3/11/2023 19:30,608.5839,3.4946,7.1193,0.9984,94.8437,34.8438,100,27.4061,356.4686,1723.9656,189.3381,-0.1607
14689244,SL01,1,3/11/2023 19:40,399.5071,-5.1802,5.9787,0.9989,91.1488,30.1407,100,27.2519,358.0209,1521.2312,189.8371,0.2523
14689245,SL01,1,3/11/2023 19:50,524.5122,-7.755,6.5017,0.9989,88.4669,29.6875,100,27.1907,357.547,1651.071,189.7683,0.202
14689246,SL01,1,3/11/2023 20:00,410.7324,4.3969,6.2363,0.9989,86.4576,26.9145,100,26.9876,354.8815,1557.4453,190.0399,0.0157
14689247,SL01,1,3/11/2023 20:10,534.6386,-1.0535,6.8603,0.999,84.5386,24.375,100,26.9221,358.3406,1686.112,189.2911,-0.145
14689404,SL01,1,3/11/2023 20:20,557.3628,-12.9494,6.8907,0.9989,83.058,24.375,100,26.7278,356.7968,1709.4175,189.9132,-0.077
14689405,SL01,1,3/11/2023 20:30,532.1492,-16.6483,6.7567,0.9986,81.8881,24.375,100,26.5923,356.5412,1679.4906,190.0861,-0.0487
14689406,SL01,1,3/11/2023 20:40,400.6236,-22.5142,6.3697,0.9976,80.9924,24.375,100,26.418,354.9368,1540.4383,189.8467,-0.0692
14689407,SL01,1,3/11/2023 20:50,360.5967,-25.6973,6.0547,0.9966,80.0891,24.375,100,26.2895,354.7722,1492.6465,190.0743,-0.1007
14689408,SL01,1,3/11/2023 21:00,438.4761,-21.2419,6.7107,0.9981,79.1805,24.375,100,26.2116,352.7734,1591.9501,190.315,-0.398
14689409,SL01,1,3/11/2023 21:10,481.8966,-16.3373,6.653,0.9988,78.3369,24.375,100,26.0615,355.0986,1634.1987,190.3337,-0.1613
